index,Body Type,Color,Condition,Engine Capacity (CC),Kilometers,Model,Transmission Type,Year,brand,price
2733,Hatchback,Black,Used ,1600 cc," 53,000 KM",Megane,Automatic,2016,Renault,"195,000 EGP"
2734,Hatchback,Black,Used ,1600 cc," 53,000 KM",Megane,Automatic,2016,Renault,"195,000 EGP"
2735,Hatchback,Black,Used ,1600 cc," 53,000 KM",Megane,Automatic,2016,Renault,"195,000 EGP"
2985,Hatchback,Silver,Used ,1600 cc," 58,000 KM",Tiggo,Automatic,2019,Speranza,"195,000 EGP"
3013,Sedan,Brown,Used ,1600 cc," 147,500 KM",Impreza,Automatic,2013,Subaru,"195,000 EGP"
3164,Hatchback,Gray,Used ,1300 cc," 59,000 KM",Yaris,Automatic,2016,Toyota,"195,000 EGP"
3165,Sedan,Bronze,Used ,1500 cc," 136,000 KM",Yaris,Automatic,2015,Toyota,"195,000 EGP"
3173,Hatchback,White,Used ,1300 cc," 123,000 KM",Yaris,Automatic,2015,Toyota,"195,000 EGP"
377,SUV,Gray,Used ,1600 cc," 57,000 KM",Tiggo,Automatic,2019,Cherry,"196,000 EGP"
378,SUV,Gray,Used ,1600 cc," 40,000 KM",Tiggo,Automatic,2019,Cherry,"197,000 EGP"
945,Sedan,Champagne,Used ,1600 cc," 115,000 KM",Civic,Automatic,2009,Honda,"197,000 EGP"
1525,Sedan,Gray,Used ,1600 cc," 130,000 KM",GTC,Automatic,2014,Opel,"197,000 EGP"
2278,Sedan,Gray,Used ,1600 cc," 130,000 KM",GTC,Automatic,2014,Opel,"197,000 EGP"
774,Sedan,NA, New ,1400 cc,0 KM,Tipo,Manual,2021,Fiat,"197,900 EGP"
1047,Sedan,Maroon,Used ,1600 cc," 60,000 KM",Elantra,Automatic,2010,Hyundai,"198,000 EGP"
1628,Sedan,Blue,Used ,2500 cc," 80,000 KM",750,Automatic,2017,MG,"198,000 EGP"
2701,Sedan,NA, New ,1600 cc,0 KM,Logan,Manual,2021,Renault,"199,000 EGP"
467,Sedan,NA, New ,1500 cc,0 KM,Optra,Automatic,2022,Chevrolet,"199,500 EGP"
168,Sedan,Silver,Used ,2200 cc, 200 KM,523i,Automatic,2008,BMW,2 EGP
65,SUV,NA, New ,3000 cc,0 KM,Q8,Automatic,2021,Audi,"2,000,000 EGP"
2626,SUV,Champagne,Used ,3000 cc," 30,000 KM",Velar,Automatic,2018,Range,"2,000,000 EGP"
1866,Sedan,NA, New ,2000 cc,0 KM,350,Automatic,2020,Mercedes,"2,025,000 EGP"
2526,SUV,NA, New ,3600 cc,0 KM,Cayenne,Automatic,2021,Porsche,"2,028,840 EGP"
2536,SUV,NA, New ,3000 cc,0 KM,S,Automatic,2021,Porsche,"2,079,720 EGP"
1583,SUV,Black,Used ,2000 cc, 10 KM,Rover,Automatic,2021,Land,"2,100,000 EGP"
2017,SUV,NA, New ,3000 cc,0 KM,GLC43,Automatic,2021,Mercedes,"2,135,000 EGP"
34,Hatchback,Silver,Used ,1400 cc," 160,000 KM",A3,Automatic,2011,Audi,"2,150,000 EGP"
2615,Automatic,Factory Paint,Used ,Black," 11,000 KM",Sport,2000 cc,2020,Range,"2,150,000 EGP"
2018,SUV,NA, New ,3000 cc,0 KM,GLC43,Automatic,2021,Mercedes,"2,160,000 EGP"
2020,SUV,NA, New ,3000 cc,0 KM,GLC43,Automatic,2021,Mercedes,"2,190,000 EGP"
2527,SUV,NA, New ,3000 cc,0 KM,Cayenne,Automatic,2021,Porsche,"2,216,460 EGP"
488,Automatic,NA, New ,NA,0 KM,Pacifica,3600 cc,2019,Chrysler,"2,229,000 EGP"
1581,SUV,White,Used ,5000 cc," 77,000 KM",rover,Automatic,2016,Land,"2,250,000 EGP"
2058,Sedan,NA, New ,2000 cc,0 KM,S320,Automatic,2020,Mercedes,"2,250,000 EGP"
2059,Sedan,NA, New ,2000 cc,0 KM,S320,Automatic,2020,Mercedes,"2,250,000 EGP"
2531,SUV,NA, New ,3600 cc,0 KM,S,Automatic,2021,Porsche,"2,329,350 EGP"
2614,SUV,Black,Used ,2000 cc, 1 KM,Sport,Automatic,2021,Range,"2,350,000 EGP"
2609,SUV,NA, New ,2000 cc,0 KM,Sport,Automatic,2021,Range,"2,390,000 EGP"
249,Sedan,Black,Used ,6000 cc," 25,000 KM",Continental,Automatic,2011,Bentley,"2,400,000 EGP"
1966,Coupe,NA, New ,3000 cc,0 KM,E53,Automatic,2021,Mercedes,"2,485,000 EGP"
266,SUV,NA, New ,4400 cc,0 KM,X6,Dual Clutch,2021,BMW,"2,500,000 EGP"
1980,SUV,White,Used ,4400 cc," 50,000 KM",500,Automatic,2014,Mercedes,"2,500,000 EGP"
2072,Sedan,Black,Used ,4000 cc," 38,000 KM",S450,Automatic,2019,Mercedes,"2,500,000 EGP"
2528,SUV,NA, New ,3000 cc,0 KM,Cayenne,Automatic,2021,Porsche,"2,501,810 EGP"
1967,Coupe,NA, New ,3000 cc,0 KM,E53,Automatic,2021,Mercedes,"2,510,000 EGP"
1968,Coupe,NA, New ,3000 cc,0 KM,E53,Automatic,2021,Mercedes,"2,530,000 EGP"
1590,Sedan,NA, New ,3500 cc,0 KM,ES350,Automatic,2020,Lexus,"2,550,000 EGP"
1969,Coupe,NA, New ,3000 cc,0 KM,E53,Automatic,2021,Mercedes,"2,560,000 EGP"
193,Sedan,NA, New ,3000 cc,0 KM,740Li,Automatic,2020,BMW,"2,600,000 EGP"
1597,SUV,NA, New ,3500 cc,0 KM,RX350,Automatic,2020,Lexus,"2,600,000 EGP"
1630,Sedan,NA, New ,3000 cc,0 KM,Ghibli,Automatic,2018,Maserati,"2,600,000 EGP"
1634,SUV,NA, New ,3000 cc,0 KM,Levante,Automatic,2019,Maserati,"2,600,000 EGP"
2519,Automatic,NA, New ,NA,0 KM,Carrera,2900 cc,2021,Porsche,"2,677,560 EGP"
2532,SUV,NA, New ,2900 cc,0 KM,S,Automatic,2021,Porsche,"2,693,000 EGP"
1591,Sedan,NA, New ,3500 cc,0 KM,ES350,Automatic,2020,Lexus,"2,700,000 EGP"
2538,Sedan,NA, New ,3000 cc,0 KM,Panamera,Automatic,2021,Porsche,"2,703,000 EGP"
206,Sedan,NA, New ,4400 cc,0 KM,750i,Automatic,2020,BMW,"2,750,000 EGP"
251,Coupe,NA, New ,1500 cc,0 KM,i8,Automatic,2020,BMW,"2,750,000 EGP"
2038,Sedan,NA, New ,3000 cc,0 KM,GT43,Automatic,2021,Mercedes,"2,790,000 EGP"
2039,Sedan,NA, New ,3000 cc,0 KM,GT43,Automatic,2021,Mercedes,"2,790,000 EGP"
211,SUV,Black,Used ,4400 cc," 2,000 KM",7,CVT,2020,BMW,"2,800,000 EGP"
212,SUV,Black,Used ,4400 cc," 2,000 KM",7,CVT,2020,BMW,"2,800,000 EGP"
2539,Sedan,NA, New ,3000 cc,0 KM,4,Automatic,2021,Porsche,"2,814,300 EGP"
2040,Sedan,NA, New ,3000 cc,0 KM,GT43,Automatic,2021,Mercedes,"2,840,000 EGP"
267,SUV,White,Used ,4400 cc," 1,500 KM",X6,Dual Clutch,2021,BMW,"2,850,000 EGP"
2041,Sedan,NA, New ,3000 cc,0 KM,GT43,Automatic,2021,Mercedes,"2,875,000 EGP"
1635,SUV,NA, New ,3000 cc,0 KM,S,Automatic,2019,Maserati,"2,950,000 EGP"
208,Coupe,NA, New ,4400 cc,0 KM,M850i,Automatic,2021,BMW,"2,990,000 EGP"
252,Cabriolet,NA, New ,1500 cc,0 KM,i8,Automatic,2020,BMW,"2,990,000 EGP"
2610,Automatic,NA, New ,NA,0 KM,Sport,3000 cc,2021,Range,"2,990,000 EGP"
662,Sedan,White,Used ,1500 cc," 200,000 KM",124,Manual,1972,Fiat,"20,000 EGP"
668,Hatchback,Red,Used ,800 cc," 200,000 KM",127,Manual,1985,Fiat,"20,000 EGP"
673,Hatchback,White,Used ,1000 cc," 26,000 KM",127,Manual,1983,Fiat,"20,000 EGP"
677,Sedan,Red,Used ,1300 cc," 150,000 KM",nova,Manual,1990,Fiat,"20,000 EGP"
678,Sedan,White,Used ,1300 cc," 2,000,000 KM",nova,Manual,1989,Fiat,"20,000 EGP"
679,Sedan,Red,Used ,1300 cc, 0 KM,nova,Manual,1989,Fiat,"20,000 EGP"
1680,Sedan,Red,Used ,1500 cc," 111,111 KM",323,Manual,1982,Mazda,"20,000 EGP"
2188,Sedan,White,Used ,1300 cc, 20 KM,128,Manual,1989,Nasr,"20,000 EGP"
3179,Cabriolet,Red,Used ,1300 cc, 0 KM,Beetles,Manual,1978,Volkswagen,"20,000 EGP"
2217,SUV,Gray,Used ,1600 cc, 185 KM,Juke,Automatic,2015,Nissan,200 EGP
176,Sedan,Black,Used ,2500 cc," 200,000 KM",525i,Automatic,2006,BMW,"200,000 EGP"
432,Sedan,Gray,Used ,1600 cc," 85,000 KM",Cruze,Automatic,2016,Chevrolet,"200,000 EGP"
716,Van,Red,Used ,1400 cc," 59,000 KM",Doblo,Manual,2015,Fiat,"200,000 EGP"
802,SUV,Champagne,Used ,1600 cc," 155,000 KM",B-Max,Automatic,2014,Ford,"200,000 EGP"
890,Sedan,Brown,Used ,1500 cc," 8,000 KM",Imperial,Automatic,2019,Geely,"200,000 EGP"
891,Sedan,Blue,Used ,1500 cc," 35,000 KM",Imperial,Automatic,2019,Geely,"200,000 EGP"
892,Sedan,Brown,Used ,1500 cc," 8,000 KM",Imperial,Automatic,2019,Geely,"200,000 EGP"
916,SUV,Maroon,Used ,1500 cc," 65,000 KM",A25,Automatic,2017,Hawtai,"200,000 EGP"
935,Sedan,Gold,Used ,1600 cc," 210,000 KM",Civic,Automatic,2013,Honda,"200,000 EGP"
937,Sedan,Brown,Used ,1600 cc," 215,000 KM",Civic,Automatic,2013,Honda,"200,000 EGP"
943,Sedan,Gray,Used ,1600 cc," 145,000 KM",Civic,Automatic,2010,Honda,"200,000 EGP"
1108,Sedan,Black,Used ,1600 cc," 85,000 KM",MD,Automatic,2016,Hyundai,"200,000 EGP"
1244,Coupe,Gray,Used ,1600 cc," 160,000 KM",Veloster,Automatic,2012,Hyundai,"200,000 EGP"
1283,SUV,Gray,Used ,1500 cc," 40,000 KM",S3,CVT,2019,JAC,"200,000 EGP"
1292,Sedan,Navy Blue,Used ,2500 cc," 157,000 KM",Type,Automatic,1999,Jaguar,"200,000 EGP"
1302,Sedan,Gold,Used ,4000 cc," 85,000 KM",XJ,Automatic,1998,Jaguar,"200,000 EGP"
1303,Sedan,Gold,Used ,4000 cc," 140,000 KM",XJ,Automatic,1998,Jaguar,"200,000 EGP"
1339,SUV,Black,Used ,3700 cc," 240,000 KM",Liberty,Automatic,2007,Jeep,"200,000 EGP"
1343,SUV,Blue,Used ,3700 cc," 250,000 KM",Liberty,Automatic,2005,Jeep,"200,000 EGP"
1498,SUV,Red,Used ,1600 cc," 120,000 KM",Soul,Automatic,2011,Kia,"200,000 EGP"
1718,Sedan,Silver,Used ,1300 cc, 0 KM,A200,Automatic,2020,Mercedes,"200,000 EGP"
1853,Sedan,Silver,Used ,1300 cc, 10 KM,200,Automatic,2021,Mercedes,"200,000 EGP"
2118,Cabriolet,Navy Blue,Used ,1600 cc," 117,000 KM",S,Automatic,2009,Mini,"200,000 EGP"
2119,Cabriolet,Navy Blue,Used ,1600 cc," 117,000 KM",S,Automatic,2009,Mini,"200,000 EGP"
2120,Cabriolet,Navy Blue,Used ,1600 cc," 117,000 KM",S,Automatic,2009,Mini,"200,000 EGP"
2121,Cabriolet,Navy Blue,Used ,1600 cc," 117,000 KM",S,Automatic,2009,Mini,"200,000 EGP"
2122,Cabriolet,Navy Blue,Used ,1600 cc," 117,000 KM",S,Automatic,2009,Mini,"200,000 EGP"
2163,Sedan,Red,Used ,1600 cc," 200,000 KM",Lancer,Automatic,2017,Mitsubishi,"200,000 EGP"
2281,Hatchback,Silver,Used ,1600 cc," 103,000 KM",Tiida,CVT,2015,Nissan,"200,000 EGP"
2315,Sedan,Black,Used ,1600 cc," 100,000 KM",Corsa,Automatic,2013,Opel,"200,000 EGP"
2358,Hatchback,Champagne,Used ,1400 cc," 108,000 KM",Meriva,Automatic,2016,Opel,"200,000 EGP"
2396,Hatchback,Navy Blue,Used ,1600 cc," 50,000 KM",207,Automatic,2012,Peugeot,"200,000 EGP"
2582,Sedan,Black,Used ,1600 cc," 24,000 KM",Preve,Automatic,2019,Proton,"200,000 EGP"
2674,Sedan,Brown,Used ,1600 cc," 110,000 KM",Fluence,Automatic,2017,Renault,"200,000 EGP"
2813,Hatchback,Blue,Used ,1600 cc," 1,400,000 KM",Ibiza,Automatic,2015,Seat,"200,000 EGP"
2918,Sedan,White,Used ,1600 cc," 130,000 KM",Rapid,Automatic,2015,Skoda,"200,000 EGP"
3218,Sedan,Silver,Used ,1400 cc," 110,000 KM",Jetta,Automatic,2012,Volkswagen,"200,000 EGP"
1173,Hatchback,Factory Paint,Used ,1500 cc," 41,000 KM",20,Automatic,2013,Hyundai,"202,000 EGP"
2586,Sedan,NA, New ,1300 cc,0 KM,Saga,Automatic,2021,Proton,"202,900 EGP"
929,Sedan,Maroon,Used ,1500 cc," 48,000 KM",City,Automatic,2013,Honda,"204,000 EGP"
142,Sedan,Gray,Used ,2000 cc," 140,000 KM",330i,Automatic,2007,BMW,"205,000 EGP"
638,Sedan,NA,Used ,1500 cc," 117,000 KM",Terios,Automatic,2010,Daihatsu,"205,000 EGP"
698,Coupe,Dark Grey,Used ,1200 cc," 30,000 KM",500,Manual,2017,Fiat,"205,000 EGP"
979,Sedan,Silver,Used ,1600 cc," 74,000 KM",HD,Automatic,2017,Hyundai,"205,000 EGP"
1007,Sedan,Red,Used ,1600 cc," 41,000 KM",RB,Automatic,2017,Hyundai,"205,000 EGP"
1008,Sedan,Gray,Used ,1600 cc," 58,000 KM",RB,Automatic,2016,Hyundai,"205,000 EGP"
1101,Sedan,Silver,Used ,1600 cc," 74,000 KM",HD,Automatic,2017,Hyundai,"205,000 EGP"
1449,Hatchback,Brown,Used ,1400 cc," 72,000 KM",Rio,Automatic,2016,Kia,"205,000 EGP"
1662,Sedan,Gray,Used ,1500 cc," 100,000 KM",2,Automatic,2017,Mazda,"205,000 EGP"
1757,Hatchback,Gray,Used ,1500 cc," 170,000 KM",B160,Automatic,2010,Mercedes,"205,000 EGP"
2222,SUV,Maroon,Used ,1600 cc," 170,000 KM",Juke,CVT,2014,Nissan,"205,000 EGP"
2264,Sedan,Black,Used ,1500 cc," 20,000 KM",Sunny,Automatic,2021,Nissan,"205,000 EGP"
2400,Hatchback,NA,Used ,1600 cc," 131,000 KM",208,Automatic,2014,Peugeot,"205,000 EGP"
2428,Sedan,Champagne,Used ,1600 cc," 41,000 KM",301,Automatic,2018,Peugeot,"205,000 EGP"
2429,Sedan,Champagne,Used ,1600 cc," 41,000 KM",301,Automatic,2018,Peugeot,"205,000 EGP"
2675,Sedan,Gray,Used ,1600 cc," 145,000 KM",Fluence,Automatic,2016,Renault,"205,000 EGP"
2677,Sedan,Gray,Used ,1600 cc," 145,000 KM",Fluence,Automatic,2016,Renault,"205,000 EGP"
2678,Sedan,Gray,Used ,1600 cc," 145,000 KM",Fluence,Automatic,2016,Renault,"205,000 EGP"
2679,Sedan,Gray,Used ,1600 cc," 145,000 KM",Fluence,Automatic,2016,Renault,"205,000 EGP"
2680,Sedan,Gray,Used ,1600 cc," 145,000 KM",Fluence,Automatic,2016,Renault,"205,000 EGP"
2681,Sedan,Gray,Used ,1600 cc," 145,000 KM",Fluence,Automatic,2016,Renault,"205,000 EGP"
2709,Sedan,Bronze,Used ,1600 cc," 12,000 KM",Logan,Automatic,2021,Renault,"205,000 EGP"
2710,Sedan,Silver,Used ,1600 cc," 10,000 KM",Logan,Automatic,2021,Renault,"205,000 EGP"
2768,Hatchback,Black,Used ,1600 cc," 20,000 KM",Stepway,Automatic,2019,Renault,"205,000 EGP"
2860,Sedan,Black,Used ,1600 cc," 203,000 KM",Fantasia,Automatic,2013,Skoda,"205,000 EGP"
2919,Hatchback,Black,Used ,1600 cc," 140,000 KM",Rapid,Automatic,2015,Skoda,"205,000 EGP"
468,Sedan,NA, New ,1500 cc,0 KM,Optra,Automatic,2022,Chevrolet,"206,000 EGP"
2261,Sedan,NA, New ,1500 cc,0 KM,Sunny,Automatic,2021,Nissan,"206,000 EGP"
3086,Sedan,NA, New ,1200 cc,0 KM,Dzire,Automatic,2021,Suzuki,"206,500 EGP"
982,Sedan,Maroon,Used ,1600 cc," 41,000 KM",Accent,Automatic,2017,Hyundai,"207,000 EGP"
1610,Sedan,Black,Used ,1500 cc," 30,000 KM",5,Automatic,2021,MG,"208,000 EGP"
2169,Sedan,Gray,Used ,1600 cc," 73,000 KM",Lancer,Automatic,2016,Mitsubishi,"208,000 EGP"
357,Sedan,NA, New ,1500 cc,0 KM,5,Automatic,2021,Cherry,"208,900 EGP"
2166,Sedan,Gray,Used ,1600 cc," 49,000 KM",Lancer,Automatic,2016,Mitsubishi,"209,000 EGP"
2427,Sedan,Black,Used ,1600 cc," 45,000 KM",301,Automatic,2019,Peugeot,"209,000 EGP"
2702,Sedan,NA, New ,1600 cc,0 KM,Logan,Automatic,2021,Renault,"209,000 EGP"
2708,Sedan,In Warranty,Used ,1600 cc," 4,000 KM",Logan,Automatic,2021,Renault,"209,000 EGP"
3077,Hatchback,NA, New ,1200 cc,0 KM,Swift,Automatic,2021,Suzuki,"209,500 EGP"
676,Cabriolet,Red,Used ,1300 cc," 50,000 KM",nova,Automatic,1991,Fiat,"21,000 EGP"
683,Sedan,White,Used ,1100 cc," 4,000,000 KM",nova,Manual,1986,Fiat,"21,500 EGP"
425,SUV,Gray,Used ,3200 cc," 175,000 KM",Captiva,Automatic,2010,Chevrolet,"210,000 EGP"
430,Sedan,Silver,Used ,1600 cc," 100,000 KM",Cruze,Automatic,2016,Chevrolet,"210,000 EGP"
549,Hatchback,Gray,Used ,1500 cc," 96,000 KM",DS4,Automatic,2012,Citroen,"210,000 EGP"
654,SUV,Black,Used ,1500 cc," 97,000 KM",Terios,Automatic,2007,Daihatsu,"210,000 EGP"
803,Automatic,NA,Used ,Factory Paint," 114,000 KM",B-Max,1600 cc,2014,Ford,"210,000 EGP"
921,Sedan,Black,Used ,1500 cc," 140,000 KM",City,Automatic,2016,Honda,"210,000 EGP"
925,Sedan,White,Used ,1500 cc," 64,000 KM",City,Automatic,2015,Honda,"210,000 EGP"
926,Sedan,White,Used ,1500 cc," 64,000 KM",City,Automatic,2015,Honda,"210,000 EGP"
928,Sedan,Maroon,Used ,1500 cc," 58,000 KM",City,Automatic,2013,Honda,"210,000 EGP"
971,Sedan,NA,Used ,1600 cc," 67,000 KM",HD,Automatic,2020,Hyundai,"210,000 EGP"
975,Sedan,Silver,Used ,1600 cc," 85,000 KM",HD,Automatic,2019,Hyundai,"210,000 EGP"
1093,Sedan,NA,Used ,1600 cc," 67,000 KM",HD,Automatic,2020,Hyundai,"210,000 EGP"
1097,Sedan,Silver,Used ,1600 cc," 85,000 KM",HD,Automatic,2019,Hyundai,"210,000 EGP"
1245,Automatic,NA,Used ,NA," 170,000 KM",Veloster,1600 cc,2012,Hyundai,"210,000 EGP"
1394,Hatchback,Silver,Used ,1600 cc," 110,000 KM",Ceed,Automatic,2016,Kia,"210,000 EGP"
1452,Hatchback,Navy Blue,Used ,1400 cc," 54,038 KM",Rio,Automatic,2016,Kia,"210,000 EGP"
1760,Hatchback,Black,Used ,1500 cc," 190,000 KM",B160,Automatic,2010,Mercedes,"210,000 EGP"
2061,Sedan,Black,Used ,3200 cc," 150,000 KM",S320,Automatic,2001,Mercedes,"210,000 EGP"
2161,Sedan,Silver,Used ,1600 cc," 105,000 KM",Lancer,Automatic,2017,Mitsubishi,"210,000 EGP"
2164,Sedan,Gray,Used ,1600 cc," 104,000 KM",Lancer,Automatic,2017,Mitsubishi,"210,000 EGP"
2165,Sedan,Gray,Used ,1600 cc," 55,000 KM",Lancer,Automatic,2016,Mitsubishi,"210,000 EGP"
2167,Sedan,Gray,Used ,1600 cc," 130,000 KM",Lancer,Automatic,2016,Mitsubishi,"210,000 EGP"
2257,Sedan,Dark Grey,Used ,1600 cc," 136,000 KM",Sentra,Automatic,2018,Nissan,"210,000 EGP"
2259,Sedan,Dark Grey,Used ,1600 cc," 136,000 KM",Sentra,Automatic,2018,Nissan,"210,000 EGP"
2267,Sedan,Red,Used ,1500 cc," 20,000 KM",Sunny,Automatic,2020,Nissan,"210,000 EGP"
2670,SUV,Maroon,Used ,1600 cc," 210,000 KM",Duster,Automatic,2018,Renault,"210,000 EGP"
2769,SUV,White,Used ,1600 cc," 49,000 KM",Stepway,Automatic,2018,Renault,"210,000 EGP"
2771,SUV,White,Used ,1600 cc," 49,000 KM",Stepway,Automatic,2018,Renault,"210,000 EGP"
2855,Sedan,Black,Used ,1400 cc," 264,000 KM",Fantasia,Automatic,2013,Skoda,"210,000 EGP"
3105,Van,Gray,Used ,1600 cc," 170,000 KM",Avanza,Automatic,2012,Toyota,"210,000 EGP"
3170,Sedan,Factory Paint,Used ,1500 cc," 147,000 KM",Yaris,Automatic,2015,Toyota,"210,000 EGP"
3175,Hatchback,Baby Blue,Used ,1600 cc," 140,000 KM",Beetles,Automatic,2007,Volkswagen,"210,000 EGP"
775,Sedan,NA, New ,1400 cc,0 KM,Tipo,Manual,2021,Fiat,"212,900 EGP"
3087,Sedan,NA, New ,1200 cc,0 KM,Dzire,Automatic,2021,Suzuki,"214,500 EGP"
542,Sedan,Silver,Used ,1600 cc," 111,000 KM",C5,Automatic,2015,Citroen,"215,000 EGP"
636,SUV,Black,Used ,1500 cc," 93,000 KM",Terios,Automatic,2011,Daihatsu,"215,000 EGP"
637,SUV,Black,Used ,1500 cc," 93,000 KM",Terios,Automatic,2011,Daihatsu,"215,000 EGP"
939,Sedan,Brown,Used ,1600 cc," 280,000 KM",Civic,Automatic,2012,Honda,"215,000 EGP"
1006,Hatchback,Dark Grey,Used ,1600 cc," 82,000 KM",RB,Automatic,2017,Hyundai,"215,000 EGP"
1138,Hatchback,Red,Used ,1300 cc," 50,000 KM",I10,Automatic,2019,Hyundai,"215,000 EGP"
1423,Hatchback,NA,Used ,1200 cc," 20,000 KM",Picanto,Automatic,2017,Kia,"215,000 EGP"
2218,SUV,Blue,Used ,1600 cc, 2 KM,Juke,CVT,2015,Nissan,"215,000 EGP"
2265,Sedan,Red,Used ,1500 cc," 16,000 KM",Sunny,Automatic,2021,Nissan,"215,000 EGP"
2311,Hatchback,Dark Grey,Used ,1400 cc," 50,000 KM",Corsa,Automatic,2016,Opel,"215,000 EGP"
2676,Sedan,White,Used ,1600 cc," 150,000 KM",Fluence,CVT,2016,Renault,"215,000 EGP"
2767,Hatchback,White,Used ,1600 cc," 30,000 KM",Stepway,Automatic,2019,Renault,"215,000 EGP"
2858,Sedan,Black,Used ,1400 cc, 247 KM,Fantasia,Automatic,2013,Skoda,"215,000 EGP"
2861,Sedan,NA,Used ,1400 cc," 140,000 KM",Fantasia,Automatic,2013,Skoda,"215,000 EGP"
2915,Sedan,Gray,Used ,1600 cc," 93,000 KM",Rapid,Automatic,2016,Skoda,"215,000 EGP"
3171,Sedan,Red,Used ,1500 cc," 80,000 KM",Yaris,Automatic,2015,Toyota,"215,000 EGP"
3217,Sedan,Black,Used ,1400 cc," 98,000 KM",Jetta,Automatic,2012,Volkswagen,"215,000 EGP"
469,Sedan,NA, New ,1500 cc,0 KM,Optra,Automatic,2022,Chevrolet,"215,400 EGP"
1000,Sedan,NA, New ,1600 cc,0 KM,RB,Automatic,2021,Hyundai,"215,900 EGP"
2766,Hatchback,Dark Grey,Used ,1600 cc," 21,000 KM",Stepway,Automatic,2020,Renault,"216,000 EGP"
973,Sedan,Red,Used ,1600 cc," 69,000 KM",HD,Automatic,2020,Hyundai,"219,000 EGP"
1095,Sedan,Red,Used ,1600 cc," 69,000 KM",HD,Automatic,2020,Hyundai,"219,000 EGP"
2703,Sedan,NA, New ,1600 cc,0 KM,Logan,Automatic,2021,Renault,"219,000 EGP"
2262,Sedan,NA, New ,1500 cc,0 KM,Sunny,Automatic,2021,Nissan,"219,500 EGP"
663,Hatchback,Red,Used ,1100 cc, 0 KM,127,Manual,1986,Fiat,"22,000 EGP"
686,Sedan,White,Used ,1100 cc," 1,500 KM",nova,Manual,1984,Fiat,"22,000 EGP"
691,Sedan,White,Used ,1400 cc," 999,000 KM",131,Manual,1981,Fiat,"22,000 EGP"
693,Sedan,White,Used ,1800 cc, 1 KM,132,Manual,1976,Fiat,"22,000 EGP"
3163,Hatchback,Dark Grey,Used ,1300 cc," 60,000 KM",Yaris,Automatic,2016,Toyota,"22,000 EGP"
3178,Sedan,Red,Used ,1300 cc," 10,000 KM",Beetles,Manual,1979,Volkswagen,"22,000 EGP"
33,Hatchback,Black,Used ,1400 cc," 182,000 KM",A3,Dual Clutch,2013,Audi,"220,000 EGP"
423,SUV,Black,Used ,3200 cc, 285 KM,Captiva,Automatic,2012,Chevrolet,"220,000 EGP"
426,SUV,Gray,Used ,3200 cc," 227,000 KM",Captiva,Automatic,2010,Chevrolet,"220,000 EGP"
466,Station,White,Used ,1600 cc," 180,000 KM",NKR,Manual,2014,Chevrolet,"220,000 EGP"
814,SUV,Navy Blue,Used ,4000 cc," 185,000 KM",Explorer,Automatic,1999,Ford,"220,000 EGP"
976,Sedan,Gray,Used ,1600 cc," 52,000 KM",HD,Automatic,2018,Hyundai,"220,000 EGP"
1098,Sedan,Gray,Used ,1600 cc," 52,000 KM",HD,Automatic,2018,Hyundai,"220,000 EGP"
1104,Sedan,Silver,Used ,1600 cc," 86,000 KM",MD,Automatic,2016,Hyundai,"220,000 EGP"
1109,Sedan,Silver,Used ,1600 cc," 77,000 KM",MD,Automatic,2016,Hyundai,"220,000 EGP"
1110,Sedan,Silver,Used ,1600 cc," 77,000 KM",MD,Automatic,2016,Hyundai,"220,000 EGP"
1395,Station,Brown,Used ,1600 cc," 100,000 KM",Ceed,Automatic,2016,Kia,"220,000 EGP"
1495,Hatchback,Beige,Used ,1600 cc," 140,000 KM",Soul,Automatic,2012,Kia,"220,000 EGP"
1657,Hatchback,White,Used ,1500 cc," 130,000 KM",ZS,Automatic,2019,MG,"220,000 EGP"
1756,Hatchback,Black,Used ,1500 cc," 200,000 KM",B160,Automatic,2010,Mercedes,"220,000 EGP"
1759,Hatchback,Gray,Used ,1500 cc," 183,000 KM",B160,CVT,2010,Mercedes,"220,000 EGP"
1817,Sedan,Silver,Used ,1600 cc," 170,000 KM",C240,Automatic,2003,Mercedes,"220,000 EGP"
2090,Sedan,Black,Used ,3000 cc," 330,000 KM",320,Automatic,1993,Mercedes,"220,000 EGP"
2857,Sedan,Silver,Used ,1600 cc," 116,000 KM",Fantasia,Automatic,2013,Skoda,"220,000 EGP"
2863,Sedan,Gray,Used ,1600 cc," 94,000 KM",Fantasia,Automatic,2012,Skoda,"220,000 EGP"
2865,Sedan,Black,Used ,1600 cc," 170,000 KM",Fantasia,Automatic,2012,Skoda,"220,000 EGP"
2920,Sedan,Silver,Used ,1600 cc," 90,000 KM",Rapid,Manual,2015,Skoda,"220,000 EGP"
3088,SUV,Gray,Used ,1600 cc," 83,000 KM",SX4,Automatic,2016,Suzuki,"220,000 EGP"
3274,SUV,Black,Used ,1400 cc," 120,000 KM",Tiguan,Manual,2008,Volkswagen,"220,000 EGP"
1451,Hatchback,Black,Used ,1400 cc," 49,000 KM",Rio,Automatic,2016,Kia,"221,000 EGP"
470,Sedan,NA, New ,1500 cc,0 KM,Optra,Automatic,2022,Chevrolet,"221,900 EGP"
3000,SUV,Silver,Used ,1600 cc," 70,000 KM",Tivoli,Automatic,2017,SsangYong,"222,000 EGP"
